1,32,36,41
2,37,30,35
3,29,24,38
4,35,33,36
5,34,30,38
6,14,28,38
7,30,26,36
8,30,30,30
9,25,24,33
10,40,22,36
11,30,23,29
12,34,,30
13,23,,39
14,23,,34
15,34,,
16,29,,
